CodDependencia,Dependencia,Tipo de Inversión,CodBPIN,Nombre_proy_Ajustado,Comuna,NomComuna,Inversion,Año,Corte,Codigo Dependencia,Nombre Proyecto,Nombre Comuna
220.0,Secretaría de las Mujeres,1.0,90052.0,PP AUTONOMIA ECONOMICA DE LAS MUJERES,5.0,Castilla,"29,774,964",2010.0,31-Dic-2010,,,
220.0,Secretaría de las Mujeres,1.0,90053.0,PP SEGURIDAD PUBLICA DE LAS MUJERES 2010,8.0,Villa Hermosa,"88,120,240",2010.0,31-Dic-2010,,,
220.0,Secretaría de las Mujeres,0.0,70035.0,Transversalizacion Equidad De Genero,99.0,Toda la Ciudad,"2,224,288,417",2010.0,31-Dic-2010,,,
220.0,Secretaría de las Mujeres,1.0,90053.0,PP SEGURIDAD PUBLICA DE LAS MUJERES 2010,3.0,Manrique,"40,000,000",2010.0,31-Dic-2010,,,
220.0,Secretaría de las Mujeres,1.0,90054.0,PP PARTICIPACION SOCIAL Y POLITICA DE LAS MUJERES,3.0,Manrique,"37,600,000",2010.0,31-Dic-2010,,,
220.0,Secretaría de las Mujeres,1.0,90053.0,PP SEGURIDAD PUBLICA DE LAS MUJERES 2010,7.0,Robledo,"60,000,000",2010.0,31-Dic-2010,,,
220.0,Secretaría de las Mujeres,0.0,80040.0,Inclusion De Población Afrocolombiana,9.0,Buenos Aires,"417,758,597",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,1.0,90095.0,PP10-CAMINO A LA EDUCACION SUPERIOR,60.0,San Cristobal,"77,000,000",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,1.0,90095.0,PP10-CAMINO A LA EDUCACION SUPERIOR,4.0,Aranjuez,"200,000,000",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,1.0,90095.0,PP10-CAMINO A LA EDUCACION SUPERIOR,9.0,Buenos Aires,"90,000,000",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,0.0,80369.0,De La Calidad En Los Programas Y Procesos De La Institución Universitaria Colegio Mayor De Antioquia,99.0,Toda la Ciudad,"1,794,893,840",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,0.0,80375.0,Ampliar La Dotacion De Equipos Y Fungibles Del Colegio Mayor,7.0,Robledo,"417,506,160",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,1.0,90095.0,PP10-CAMINO A LA EDUCACION SUPERIOR,6.0,Doce de Octubre,"113,000,000",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,0.0,70087.0,Remodelación Y Dotación Colmayor 2010,7.0,Robledo,"2,274,000,000",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,1.0,90095.0,PP10-CAMINO A LA EDUCACION SUPERIOR,1.0,Popular,"120,000,000",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,1.0,90095.0,PP10-CAMINO A LA EDUCACION SUPERIOR,11.0,Laureles - Estadio,"80,000,000",2010.0,31-Dic-2010,,,
903.0,Colegio Mayor de Antioquia,0.0,80587.0,Amplia Cobertura Prog Académicos Cmayor,99.0,Toda la Ciudad,"532,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90128.0,PP-10 ACTIVIDAD FISICA SALUDABLE,2.0,Santa Cruz,"36,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,8.0,Villa Hermosa,"762,350,966",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",3.0,Manrique,"55,537,493",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",8.0,Villa Hermosa,"95,696,902",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,8.0,Villa Hermosa,"46,630,699",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80326.0,"Intervención Deportiva Y Recreativa Con Población En Situación De Calle, Desplazamiento Y",8.0,Villa Hermosa,"86,410,984",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80326.0,"Intervención Deportiva Y Recreativa Con Población En Situación De Calle, Desplazamiento Y",10.0,La Candelaria,"173,277,900",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",8.0,Villa Hermosa,"91,624,966",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90127.0,PP-10 ESCUELAS POPULARES DEL DEPORTE,8.0,Villa Hermosa,"50,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90131.0,"PP10 - Construcción, mantenimiento y adecuación de escenarios deportivos y recreativos",10.0,La Candelaria,"30,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90126.0,PP-10 DEPORTE SIN LIMITES,9.0,Buenos Aires,"40,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",10.0,La Candelaria,"76,683,659",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,10.0,La Candelaria,"215,300,330",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,70026.0,Equipamientos Ix Juegos Suramericanos 2010,11.0,Laureles - Estadio,"3,282,553,856",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",9.0,Buenos Aires,"180,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",10.0,La Candelaria,"675,623,653",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80326.0,"Intervención Deportiva Y Recreativa Con Población En Situación De Calle, Desplazamiento Y",3.0,Manrique,"49,377,705",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90126.0,PP-10 DEPORTE SIN LIMITES,8.0,Villa Hermosa,"10,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,9.0,Buenos Aires,"193,040,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90127.0,PP-10 ESCUELAS POPULARES DEL DEPORTE,9.0,Buenos Aires,"50,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",10.0,La Candelaria,"161,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,70.0,Altavista,"31,136,991",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90126.0,PP-10 DEPORTE SIN LIMITES,7.0,Robledo,"36,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,70.0,Altavista,"27,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,1.0,Popular,"858,058,006",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,70.0,Altavista,"215,636,426",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",70.0,Altavista,"83,182,603",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80326.0,"Intervención Deportiva Y Recreativa Con Población En Situación De Calle, Desplazamiento Y",70.0,Altavista,"12,344,426",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,2.0,Santa Cruz,"381,180,554",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,10.0,La Candelaria,"182,546,696",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,70.0,Altavista,"12,271,237",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,3.0,Manrique,"121,697,798",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",70.0,Altavista,"143,881,336",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,70.0,Altavista,"149,892,037",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",2.0,Santa Cruz,"78,039,872",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,2.0,Santa Cruz,"31,905,215",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80324.0,Ciclovías Recreativas Institucionales Y Barriales,2.0,Santa Cruz,"22,913,454",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,2.0,Santa Cruz,"99,981,041",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",2.0,Santa Cruz,"117,898,001",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,2.0,Santa Cruz,"346,535,852",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",2.0,Santa Cruz,"10,391,883",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",8.0,Villa Hermosa,"262,612,800",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90127.0,PP-10 ESCUELAS POPULARES DEL DEPORTE,10.0,La Candelaria,"99,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,10.0,La Candelaria,"12,271,237",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80324.0,Ciclovías Recreativas Institucionales Y Barriales,10.0,La Candelaria,"336,017,503",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,8.0,Villa Hermosa,"237,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,2.0,Santa Cruz,"488,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",2.0,Santa Cruz,"151,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,8.0,Villa Hermosa,"116,374,278",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",8.0,Villa Hermosa,"127,334,402",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,7.0,Robledo,"694,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",10.0,La Candelaria,"177,915,937",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",7.0,Robledo,"170,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",70.0,Altavista,"80,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,3.0,Manrique,"22,088,226",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,3.0,Manrique,"117,011,431",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",3.0,Manrique,"34,913,141",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",1.0,Popular,"123,751,275",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",3.0,Manrique,"114,687,784",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,3.0,Manrique,"854,499,374",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,10.0,La Candelaria,"124,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,10.0,La Candelaria,"66,906,086",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",13.0,San Javier,"76,965,783",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",15.0,Guayabal,"1,313,890",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,90.0,Santa Elena,"245,582,595",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90131.0,"PP10 - Construcción, mantenimiento y adecuación de escenarios deportivos y recreativos",4.0,Aranjuez,"220,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,8.0,Villa Hermosa,"519,636,547",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80026.0,Unidades Deportivas Integrales,5.0,Castilla,"2,784,285,557",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90131.0,"PP10 - Construcción, mantenimiento y adecuación de escenarios deportivos y recreativos",1.0,Popular,"23,500,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,13.0,San Javier,"534,282,184",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",13.0,San Javier,"178,836,726",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,13.0,San Javier,"101,255,330",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",90.0,Santa Elena,"39,881,582",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80326.0,"Intervención Deportiva Y Recreativa Con Población En Situación De Calle, Desplazamiento Y",13.0,San Javier,"49,377,705",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90128.0,PP-10 ACTIVIDAD FISICA SALUDABLE,6.0,Doce de Octubre,"70,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",13.0,San Javier,"171,681,721",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,13.0,San Javier,"1,059,258,383",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,5.0,Castilla,"332,871,607",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",5.0,Castilla,"169,143,112",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,5.0,Castilla,"112,728,686",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80324.0,Ciclovías Recreativas Institucionales Y Barriales,5.0,Castilla,"22,913,454",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,5.0,Castilla,"53,993,441",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",5.0,Castilla,"118,910,590",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",5.0,Castilla,"338,338,879",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,80.0,San Antonio de Prado,"4,908,495",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,13.0,San Javier,"53,993,441",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,90.0,Santa Elena,"21,114,881",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",4.0,Aranjuez,"167,941,457",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",80.0,San Antonio de Prado,"87,131,434",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90127.0,PP-10 ESCUELAS POPULARES DEL DEPORTE,12.0,La América,"36,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90128.0,PP-10 ACTIVIDAD FISICA SALUDABLE,12.0,La América,"4,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,12.0,La América,"233,054,350",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",12.0,La América,"140,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90131.0,"PP10 - Construcción, mantenimiento y adecuación de escenarios deportivos y recreativos",12.0,La América,"12,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",80.0,San Antonio de Prado,"501,313",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,80.0,San Antonio de Prado,"478,517,393",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",4.0,Aranjuez,"160,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",90.0,Santa Elena,"50,674,406",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",15.0,Guayabal,"42,029,762",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,90.0,Santa Elena,"4,908,495",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80326.0,"Intervención Deportiva Y Recreativa Con Población En Situación De Calle, Desplazamiento Y",90.0,Santa Elena,"12,344,426",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90127.0,PP-10 ESCUELAS POPULARES DEL DEPORTE,4.0,Aranjuez,"110,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90131.0,"PP10 - Construcción, mantenimiento y adecuación de escenarios deportivos y recreativos",70.0,Altavista,"466,666,666",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90128.0,PP-10 ACTIVIDAD FISICA SALUDABLE,4.0,Aranjuez,"50,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80009.0,Ix Juegos Suramericanos Medellín 2010 - Organizacion,99.0,Toda la Ciudad,"13,218,995,406",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,4.0,Aranjuez,"377,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90131.0,"PP10 - Construcción, mantenimiento y adecuación de escenarios deportivos y recreativos",6.0,Doce de Octubre,"400,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",6.0,Doce de Octubre,"267,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,6.0,Doce de Octubre,"264,133,967",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,90.0,Santa Elena,"60,848,867",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80324.0,Ciclovías Recreativas Institucionales Y Barriales,14.0,El Poblado,"22,913,454",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,15.0,Guayabal,"468,971,503",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",90.0,Santa Elena,"87,706,055",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,90.0,Santa Elena,"60,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90126.0,PP-10 DEPORTE SIN LIMITES,90.0,Santa Elena,"15,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",5.0,Castilla,"135,819,316",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90131.0,"PP10 - Construcción, mantenimiento y adecuación de escenarios deportivos y recreativos",5.0,Castilla,"233,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90129.0,PP-10 RECREANDOS,80.0,San Antonio de Prado,"201,218,041",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90126.0,PP-10 DEPORTE SIN LIMITES,80.0,San Antonio de Prado,"7,020,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,14.0,El Poblado,"60,848,899",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90130.0,"PP-10 PROMOCION Y APOYO AL DEPORTE EDUCATIVO,COMUNITARIO Y ASOCIADO",14.0,El Poblado,"134,000,000",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,14.0,El Poblado,"17,588,593",2010.0,31-Dic-2010,,,
905.0,INDER,1.0,90131.0,"PP10 - Construcción, mantenimiento y adecuación de escenarios deportivos y recreativos",14.0,El Poblado,"44,693,009",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,14.0,El Poblado,"2,454,247",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",14.0,El Poblado,"32,668,034",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80329.0,"Construcción, Mantenimiento Y Adecuación De Escenarios Deportivos Y Recreativos",14.0,El Poblado,"501,313",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,14.0,El Poblado,"147,995,088",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80331.0,Escuelas Populares Del Deporte: Formacion Deportiva Para Contribuir A La Construccion De Tejido Social Y Cultura Ciudadana Del Municipio De Medellin,50.0,San Sebastián de Palmitas,"157,323,044",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80327.0,"Promoción De La Recreación Pública Comunitaria En El Municipio De Medellín, Recreandos",50.0,San Sebastián de Palmitas,"42,311,886",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,50.0,San Sebastián de Palmitas,"2,454,247",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,50.0,San Sebastián de Palmitas,"17,135,310",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",50.0,San Sebastián de Palmitas,"39,113,522",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,50.0,San Sebastián de Palmitas,"145,546,042",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",14.0,El Poblado,"162,530,128",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,6.0,Doce de Octubre,"388,827,211",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80325.0,Atencion A Poblacion En Situacion De Discapacidad En El Municipio De Medellin- Deporte Sin Limites,15.0,Guayabal,"22,088,226",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80323.0,Fortalecimiento De La Actividad Física Saludable,15.0,Guayabal,"58,026,716",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80322.0,"Promoción Y Apoyo Al Deporte Educativo, Comunitario Y Asociado",15.0,Guayabal,"95,931,711",2010.0,31-Dic-2010,,,
905.0,INDER,0.0,80295.0,Centro Lúdico- Formativos Para El Municipio De Medellin -Ludotekas,15.0,Guayabal,"271,589,834",2010.0,31-Dic-2010,,,
